Place,Distance,Type,Median earnings,Median household income,Avg Hours Worked,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Avg Hrly Earnings,Wages,Self Employment,Investments and Retirement,Social Security,Public Assistance and SSI,Self Employed,Total Working Age,Unemployment Rate,Labor Force Participation,Total Employed,Total Unemployed,Total Not in Labor Force,With Retirement Income,Total In Poverty,Percent of Population In Poverty,In Poverty-Employed,In Poverty-Unemployed,In Poverty-Not in Labor Force,Public Assistance Percent,Gini Index,Full Time Employment,Part Time Employment,Men Working Part Time,Women Working Part Time,Single Earner Families,Families with No One Working,"Car, truck or van",Drove alone,Carpooled,In 2-person carpool,In 3-person carpool,In 4-or-more-person carpool,Public transportation,Bus,Streetcar or trolley,Subway or elevated,Railroad,Ferryboat,Bicycle,Walked,"Taxicab, motorcycle or other",Worked at home,Bicycle or walk,Drive,Avg Commute Time,Work in city or place where live,Self Employment Income,Total Self-employed Men,Total Self-employed Women,Zip Code
1434,0.0,Zipcode,77321.0,54318.0,34.9,321.0,321.0,285.0,36.0,0.0,1316.0,42.606,0.979,0.0,0.021,0.0,0.0,0.078,1637.0,0.022,0.196,0.174,0.022,0.804,0.097,150.0,0.227,0.027,0.047,0.653,0.369,0.334,0.687,0.313,0.338,0.2,0.312,0.0,0.588,0.526,0.062,0.011,0.0,0.051,0.026,0.0,0.0,0.0,0.026,0.0,0.0,0.022,0.299,0.066,0.022,0.887,36.914,0.099,0.0,9.0,4.0,"<a href=""1434-Zipcode-MA-Economy-data.html"">1434</a>"
1436,0.0,Zipcode,61082.0,77083.0,38.2,2070.0,2070.0,1972.0,98.0,0.0,865.0,30.75,0.823,0.043,0.08,0.051,0.002,0.106,2935.0,0.033,0.705,0.672,0.033,0.295,0.149,328.0,0.091,0.11,0.055,0.128,0.102,0.406,0.747,0.253,0.084,0.404,0.216,0.022,0.94,0.838,0.102,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.032,0.028,0.94,29.485,0.107,32051.449,115.0,115.0,"<a href=""1436-Zipcode-MA-Economy-data.html"">1436</a>"
1438,0.0,Zipcode,31891.0,70028.0,37.3,295.0,295.0,244.0,51.0,0.0,243.0,16.442,1.0,0.0,0.0,0.0,0.0,0.0,538.0,0.095,0.548,0.454,0.095,0.452,0.253,161.0,0.254,0.006,0.224,0.0,0.073,0.359,0.733,0.267,0.006,0.553,0.421,0.443,0.996,0.508,0.488,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.004,0.996,18.689,0.0,0.0,0.0,0.0,"<a href=""1438-Zipcode-MA-Economy-data.html"">1438</a>"
1440,0.0,Zipcode,44469.0,46410.0,36.5,10099.0,10099.0,9348.0,751.0,0.0,6369.0,23.429,0.741,0.026,0.124,0.093,0.017,0.059,16468.0,0.046,0.613,0.568,0.046,0.387,0.158,3637.0,0.19,0.225,0.05,0.1,0.225,0.437,0.703,0.297,0.209,0.388,0.256,0.195,0.908,0.823,0.085,0.071,0.006,0.008,0.004,0.003,0.0,0.0,0.001,0.0,0.001,0.039,0.009,0.038,0.04,0.917,25.159,0.353,26039.05,252.0,207.0,"<a href=""1440-Zipcode-MA-Economy-data.html"">1440</a>"
1450,0.0,Zipcode,87227.0,117500.0,38.8,6023.0,6023.0,5708.0,315.0,0.0,2843.0,43.233,0.818,0.034,0.107,0.039,0.002,0.177,8866.0,0.036,0.679,0.644,0.036,0.321,0.147,441.0,0.04,0.277,0.15,0.204,0.046,0.398,0.723,0.277,0.129,0.445,0.266,0.119,0.868,0.821,0.047,0.038,0.009,0.0,0.027,0.0,0.0,0.01,0.017,0.0,0.01,0.014,0.003,0.079,0.023,0.871,35.252,0.225,26571.429,409.0,308.0,"<a href=""1450-Zipcode-MA-Economy-data.html"">1450</a>"
1451,0.0,Zipcode,102011.0,140192.0,39.0,2523.0,2523.0,2405.0,118.0,0.0,1054.0,50.301,0.708,0.105,0.146,0.041,0.0,0.254,3577.0,0.033,0.705,0.672,0.033,0.295,0.185,201.0,0.044,0.229,0.045,0.199,0.025,0.422,0.758,0.242,0.156,0.343,0.277,0.12,0.794,0.777,0.017,0.014,0.003,0.0,0.028,0.0,0.0,0.01,0.019,0.0,0.0,0.034,0.007,0.137,0.034,0.801,33.119,0.0,72917.021,255.0,184.0,"<a href=""1451-Zipcode-MA-Economy-data.html"">1451</a>"
1452,0.0,Zipcode,60564.0,84803.0,37.8,2532.0,2532.0,2413.0,119.0,0.0,1083.0,30.812,0.831,0.045,0.056,0.064,0.005,0.154,3615.0,0.033,0.7,0.667,0.033,0.3,0.156,223.0,0.049,0.22,0.117,0.135,0.069,0.355,0.742,0.258,0.114,0.402,0.226,0.119,0.95,0.894,0.056,0.05,0.0,0.006,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.042,0.0,0.95,35.44,0.0,27003.6,218.0,86.0,"<a href=""1452-Zipcode-MA-Economy-data.html"">1452</a>"
1453,0.0,Zipcode,48882.0,56577.0,38.1,22681.0,22620.0,21109.0,1511.0,61.0,10659.0,24.673,0.781,0.039,0.09,0.076,0.015,0.096,33340.0,0.045,0.68,0.633,0.045,0.32,0.151,5604.0,0.137,0.133,0.057,0.189,0.155,0.451,0.737,0.263,0.201,0.326,0.22,0.162,0.921,0.825,0.096,0.08,0.011,0.005,0.013,0.005,0.0,0.002,0.006,0.0,0.003,0.025,0.009,0.028,0.028,0.931,27.527,0.315,28765.755,950.0,736.0,"<a href=""1453-Zipcode-MA-Economy-data.html"">1453</a>"
1460,0.0,Zipcode,82941.0,108704.0,39.3,5407.0,5398.0,5096.0,302.0,9.0,2404.0,40.586,0.834,0.047,0.068,0.046,0.004,0.143,7811.0,0.039,0.692,0.652,0.039,0.308,0.189,268.0,0.028,0.392,0.119,0.082,0.078,0.425,0.767,0.233,0.155,0.316,0.26,0.113,0.885,0.815,0.07,0.054,0.009,0.008,0.042,0.0,0.0,0.009,0.033,0.0,0.0,0.013,0.0,0.06,0.013,0.885,31.46,0.162,43080.473,274.0,230.0,"<a href=""1460-Zipcode-MA-Economy-data.html"">1460</a>"
1462,0.0,Zipcode,61346.0,89706.0,38.8,6126.0,6126.0,5860.0,266.0,0.0,2803.0,30.405,0.767,0.074,0.1,0.054,0.004,0.13,8929.0,0.03,0.686,0.656,0.03,0.314,0.2,809.0,0.074,0.138,0.014,0.288,0.046,0.422,0.779,0.221,0.096,0.352,0.197,0.157,0.89,0.83,0.061,0.054,0.001,0.005,0.02,0.0,0.0,0.0,0.02,0.0,0.001,0.005,0.005,0.078,0.007,0.895,32.349,0.057,58776.799,467.0,259.0,"<a href=""1462-Zipcode-MA-Economy-data.html"">1462</a>"
1463,0.0,Zipcode,62324.0,84980.0,38.1,6559.0,6559.0,6176.0,383.0,0.0,2852.0,31.458,0.786,0.064,0.093,0.054,0.003,0.121,9411.0,0.041,0.697,0.656,0.041,0.303,0.162,589.0,0.049,0.246,0.143,0.178,0.094,0.425,0.741,0.259,0.17,0.348,0.257,0.151,0.925,0.881,0.044,0.041,0.002,0.002,0.01,0.006,0.0,0.001,0.003,0.0,0.0,0.0,0.005,0.06,0.0,0.93,36.139,0.114,55310.769,391.0,245.0,"<a href=""1463-Zipcode-MA-Economy-data.html"">1463</a>"
1464,0.0,Zipcode,53365.0,68864.0,38.8,3197.0,3134.0,2907.0,227.0,63.0,3222.0,26.45,0.73,0.056,0.145,0.066,0.003,0.088,6419.0,0.035,0.498,0.453,0.035,0.502,0.142,622.0,0.106,0.211,0.125,0.182,0.115,0.438,0.795,0.205,0.092,0.349,0.356,0.16,0.885,0.836,0.048,0.048,0.0,0.0,0.038,0.005,0.0,0.007,0.026,0.0,0.0,0.005,0.01,0.062,0.005,0.895,32.329,0.136,56540.845,235.0,77.0,"<a href=""1464-Zipcode-MA-Economy-data.html"">1464</a>"
1467,0.0,Zipcode,100528.0,131667.0,38.9,277.0,277.0,277.0,0.0,0.0,222.0,49.697,0.495,0.432,0.042,0.031,0.0,0.639,499.0,0.0,0.555,0.555,0.0,0.445,0.062,84.0,0.15,0.012,0.0,0.762,0.0,0.356,0.692,0.308,0.063,0.484,0.083,0.062,0.728,0.685,0.043,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.198,0.074,0.728,34.539,0.0,121484.783,89.0,23.0,"<a href=""1467-Zipcode-MA-Economy-data.html"">1467</a>"
1468,0.0,Zipcode,51899.0,62589.0,37.4,2451.0,2436.0,2281.0,155.0,15.0,889.0,26.686,0.733,0.092,0.094,0.08,0.0,0.121,3340.0,0.046,0.734,0.683,0.046,0.266,0.162,201.0,0.054,0.353,0.0,0.279,0.053,0.402,0.674,0.326,0.206,0.479,0.296,0.173,0.974,0.9,0.073,0.06,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.018,0.0,0.982,34.195,0.0,60627.053,216.0,39.0,"<a href=""1468-Zipcode-MA-Economy-data.html"">1468</a>"
1469,0.0,Zipcode,54250.0,81317.0,38.3,4184.0,4172.0,3981.0,191.0,12.0,1513.0,27.239,0.835,0.041,0.062,0.056,0.007,0.118,5697.0,0.034,0.734,0.699,0.034,0.266,0.166,373.0,0.051,0.201,0.0,0.206,0.121,0.392,0.747,0.253,0.115,0.411,0.283,0.061,0.93,0.881,0.049,0.038,0.008,0.003,0.01,0.0,0.0,0.0,0.006,0.004,0.003,0.002,0.002,0.053,0.005,0.932,34.221,0.131,33600.637,262.0,159.0,"<a href=""1469-Zipcode-MA-Economy-data.html"">1469</a>"
1473,0.0,Zipcode,65788.0,96953.0,39.0,4598.0,4598.0,4394.0,204.0,0.0,1429.0,32.44,0.813,0.032,0.103,0.049,0.004,0.109,6027.0,0.034,0.763,0.729,0.034,0.237,0.195,210.0,0.028,0.148,0.267,0.19,0.056,0.335,0.781,0.219,0.125,0.32,0.207,0.085,0.916,0.891,0.025,0.025,0.0,0.0,0.029,0.012,0.0,0.0,0.017,0.0,0.0,0.004,0.005,0.046,0.004,0.921,28.499,0.0,31511.859,283.0,110.0,"<a href=""1473-Zipcode-MA-Economy-data.html"">1473</a>"
1474,0.0,Zipcode,72292.0,98221.0,38.0,1178.0,1178.0,1137.0,41.0,0.0,443.0,36.585,0.864,0.047,0.062,0.027,0.0,0.083,1621.0,0.025,0.727,0.701,0.025,0.273,0.173,52.0,0.027,0.0,0.135,0.635,0.04,0.432,0.759,0.241,0.154,0.336,0.267,0.074,0.879,0.81,0.068,0.017,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.101,0.008,0.891,34.675,0.0,74354.839,47.0,40.0,"<a href=""1474-Zipcode-MA-Economy-data.html"">1474</a>"
1475,0.0,Zipcode,46364.0,61998.0,38.8,5794.0,5794.0,5479.0,315.0,0.0,2554.0,22.98,0.786,0.033,0.079,0.087,0.016,0.106,8348.0,0.038,0.694,0.656,0.038,0.306,0.168,1225.0,0.118,0.354,0.018,0.134,0.106,0.393,0.755,0.245,0.169,0.334,0.184,0.142,0.944,0.846,0.098,0.056,0.034,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.006,0.019,0.031,0.95,32.396,0.167,22487.775,274.0,106.0,"<a href=""1475-Zipcode-MA-Economy-data.html"">1475</a>"
1501,0.0,Zipcode,60346.0,71976.0,37.6,8842.0,8830.0,8264.0,566.0,12.0,4787.0,30.864,0.778,0.037,0.103,0.076,0.006,0.093,13629.0,0.042,0.649,0.606,0.042,0.351,0.228,717.0,0.044,0.103,0.123,0.187,0.068,0.405,0.738,0.262,0.19,0.334,0.205,0.198,0.949,0.897,0.052,0.05,0.0,0.003,0.01,0.002,0.0,0.002,0.006,0.0,0.0,0.007,0.002,0.031,0.007,0.951,28.219,0.0,34795.847,367.0,218.0,"<a href=""1501-Zipcode-MA-Economy-data.html"">1501</a>"
1503,0.0,Zipcode,66061.0,97614.0,38.3,1847.0,1847.0,1798.0,49.0,0.0,742.0,33.17,0.791,0.073,0.076,0.057,0.003,0.179,2589.0,0.019,0.713,0.694,0.019,0.287,0.168,102.0,0.033,0.333,0.0,0.088,0.045,0.445,0.729,0.271,0.146,0.412,0.249,0.112,0.922,0.878,0.045,0.042,0.0,0.003,0.006,0.0,0.002,0.0,0.004,0.0,0.005,0.01,0.023,0.033,0.015,0.946,28.35,0.0,51987.624,156.0,49.0,"<a href=""1503-Zipcode-MA-Economy-data.html"">1503</a>"
1504,0.0,Zipcode,50800.0,75544.0,38.0,5699.0,5699.0,5306.0,393.0,0.0,1725.0,25.709,0.819,0.026,0.103,0.05,0.003,0.086,7424.0,0.053,0.768,0.715,0.053,0.232,0.183,501.0,0.056,0.295,0.0,0.118,0.071,0.365,0.753,0.247,0.141,0.342,0.209,0.08,0.951,0.87,0.081,0.061,0.018,0.002,0.007,0.0,0.0,0.0,0.007,0.0,0.0,0.003,0.006,0.033,0.003,0.957,30.807,0.0,26396.864,233.0,185.0,"<a href=""1504-Zipcode-MA-Economy-data.html"">1504</a>"
1505,0.0,Zipcode,70102.0,93197.0,37.6,2601.0,2601.0,2527.0,74.0,0.0,1039.0,35.854,0.782,0.059,0.112,0.046,0.001,0.169,3640.0,0.02,0.715,0.694,0.02,0.285,0.269,151.0,0.034,0.245,0.113,0.126,0.025,0.433,0.73,0.27,0.203,0.342,0.224,0.107,0.886,0.831,0.056,0.037,0.012,0.007,0.025,0.0,0.0,0.012,0.012,0.0,0.0,0.008,0.003,0.078,0.008,0.889,29.148,0.0,42646.735,149.0,120.0,"<a href=""1505-Zipcode-MA-Economy-data.html"">1505</a>"
1506,0.0,Zipcode,56327.0,63906.0,39.0,1852.0,1852.0,1727.0,125.0,0.0,926.0,27.775,0.82,0.025,0.084,0.065,0.006,0.098,2778.0,0.045,0.667,0.622,0.045,0.333,0.172,363.0,0.108,0.132,0.0,0.209,0.075,0.422,0.775,0.225,0.087,0.385,0.205,0.154,0.933,0.889,0.043,0.032,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.047,0.012,0.941,33.523,0.032,20922.302,82.0,22.0,"<a href=""1506-Zipcode-MA-Economy-data.html"">1506</a>"
1507,0.0,Zipcode,61648.0,92227.0,38.2,7769.0,7763.0,7107.0,656.0,6.0,2920.0,31.035,0.824,0.029,0.096,0.047,0.004,0.079,10689.0,0.061,0.727,0.665,0.061,0.273,0.177,605.0,0.046,0.241,0.121,0.213,0.07,0.386,0.745,0.255,0.107,0.375,0.222,0.11,0.96,0.882,0.078,0.051,0.013,0.014,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.035,0.002,0.96,32.741,0.0,36773.438,339.0,84.0,"<a href=""1507-Zipcode-MA-Economy-data.html"">1507</a>"
1510,0.0,Zipcode,50260.0,60755.0,38.2,7945.0,7945.0,7511.0,434.0,0.0,3500.0,25.302,0.819,0.021,0.082,0.066,0.012,0.066,11445.0,0.038,0.694,0.656,0.038,0.306,0.123,1354.0,0.098,0.182,0.054,0.167,0.118,0.391,0.777,0.223,0.131,0.323,0.225,0.142,0.928,0.815,0.113,0.099,0.013,0.001,0.004,0.0,0.002,0.0,0.002,0.0,0.0,0.024,0.013,0.031,0.024,0.941,26.38,0.18,23855.676,138.0,232.0,"<a href=""1510-Zipcode-MA-Economy-data.html"">1510</a>"
1515,0.0,Zipcode,56652.0,80714.0,37.4,1339.0,1339.0,1252.0,87.0,0.0,519.0,29.13,0.836,0.029,0.063,0.07,0.003,0.109,1858.0,0.047,0.721,0.674,0.047,0.279,0.143,106.0,0.047,0.113,0.226,0.113,0.057,0.379,0.744,0.256,0.134,0.36,0.21,0.094,0.951,0.836,0.115,0.094,0.02,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.035,0.009,0.951,33.586,0.068,25105.556,69.0,33.0,"<a href=""1515-Zipcode-MA-Economy-data.html"">1515</a>"
1516,0.0,Zipcode,52290.0,88958.0,38.8,5155.0,5155.0,4987.0,168.0,0.0,1622.0,25.917,0.855,0.04,0.049,0.051,0.005,0.108,6777.0,0.025,0.761,0.736,0.025,0.239,0.147,268.0,0.031,0.086,0.082,0.302,0.11,0.344,0.791,0.209,0.13,0.287,0.255,0.046,0.949,0.85,0.098,0.081,0.018,0.0,0.003,0.0,0.0,0.0,0.003,0.0,0.0,0.009,0.0,0.039,0.009,0.949,35.984,0.092,35289.443,225.0,187.0,"<a href=""1516-Zipcode-MA-Economy-data.html"">1516</a>"
1518,0.0,Zipcode,51536.0,53664.0,38.5,1548.0,1548.0,1479.0,69.0,0.0,817.0,25.742,0.733,0.112,0.046,0.107,0.002,0.175,2365.0,0.029,0.655,0.625,0.029,0.345,0.149,179.0,0.06,0.0,0.0,0.24,0.074,0.496,0.653,0.347,0.198,0.483,0.106,0.201,0.831,0.708,0.123,0.058,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.168,0.001,0.831,32.681,0.224,58695.434,206.0,93.0,"<a href=""1518-Zipcode-MA-Economy-data.html"">1518</a>"
1519,0.0,Zipcode,71541.0,114615.0,38.6,3872.0,3872.0,3765.0,107.0,0.0,1457.0,35.642,0.846,0.033,0.077,0.043,0.001,0.101,5329.0,0.02,0.727,0.707,0.02,0.273,0.189,273.0,0.042,0.322,0.048,0.007,0.032,0.399,0.78,0.22,0.113,0.321,0.199,0.089,0.888,0.828,0.061,0.052,0.006,0.003,0.028,0.0,0.002,0.006,0.019,0.0,0.0,0.015,0.0,0.069,0.015,0.888,35.234,0.0,42964.435,113.0,106.0,"<a href=""1519-Zipcode-MA-Economy-data.html"">1519</a>"
1520,0.0,Zipcode,65189.0,99575.0,38.3,8583.0,8572.0,8141.0,431.0,11.0,3325.0,32.732,0.824,0.035,0.088,0.05,0.003,0.107,11908.0,0.036,0.721,0.684,0.036,0.279,0.188,490.0,0.033,0.133,0.114,0.263,0.039,0.389,0.74,0.26,0.211,0.312,0.225,0.111,0.948,0.884,0.064,0.055,0.009,0.0,0.007,0.0,0.0,0.004,0.004,0.0,0.0,0.003,0.009,0.033,0.003,0.956,27.952,0.0,38279.606,421.0,224.0,"<a href=""1520-Zipcode-MA-Economy-data.html"">1520</a>"
1521,0.0,Zipcode,53750.0,75658.0,39.1,1494.0,1494.0,1371.0,123.0,0.0,547.0,26.436,0.762,0.058,0.11,0.064,0.007,0.159,2041.0,0.06,0.732,0.672,0.06,0.268,0.238,120.0,0.051,0.367,0.158,0.192,0.078,0.348,0.745,0.255,0.227,0.286,0.251,0.122,0.953,0.855,0.098,0.083,0.015,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.015,0.028,0.003,0.968,32.958,0.092,31329.139,81.0,55.0,"<a href=""1521-Zipcode-MA-Economy-data.html"">1521</a>"
1522,0.0,Zipcode,69403.0,102602.0,40.0,1804.0,1796.0,1694.0,102.0,8.0,825.0,33.367,0.851,0.018,0.072,0.054,0.005,0.082,2629.0,0.039,0.686,0.644,0.039,0.314,0.164,248.0,0.073,0.028,0.109,0.069,0.064,0.379,0.754,0.246,0.13,0.363,0.309,0.103,0.919,0.867,0.052,0.048,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.006,0.064,0.011,0.925,28.879,0.0,25408.911,76.0,117.0,"<a href=""1522-Zipcode-MA-Economy-data.html"">1522</a>"
1523,0.0,Zipcode,65104.0,97958.0,39.3,3712.0,3712.0,3518.0,194.0,0.0,2931.0,31.858,0.793,0.04,0.099,0.062,0.005,0.147,6643.0,0.029,0.559,0.53,0.029,0.441,0.223,521.0,0.081,0.415,0.0,0.088,0.031,0.402,0.765,0.235,0.195,0.285,0.264,0.138,0.91,0.87,0.041,0.037,0.0,0.004,0.015,0.0,0.0,0.0,0.015,0.0,0.0,0.02,0.012,0.043,0.02,0.922,31.118,0.08,30130.746,309.0,122.0,"<a href=""1523-Zipcode-MA-Economy-data.html"">1523</a>"
1524,0.0,Zipcode,50488.0,60288.0,35.3,3875.0,3875.0,3660.0,215.0,0.0,1883.0,27.505,0.697,0.046,0.173,0.08,0.004,0.102,5758.0,0.037,0.673,0.636,0.037,0.327,0.197,530.0,0.085,0.158,0.091,0.253,0.069,0.453,0.659,0.341,0.204,0.482,0.194,0.166,0.899,0.807,0.092,0.092,0.0,0.0,0.005,0.001,0.0,0.0,0.004,0.0,0.0,0.022,0.014,0.06,0.022,0.913,31.757,0.0,35626.838,178.0,81.0,"<a href=""1524-Zipcode-MA-Economy-data.html"">1524</a>"
1525,0.0,Zipcode,52273.0,82361.0,39.9,106.0,106.0,86.0,20.0,0.0,0.0,25.194,1.0,0.0,0.0,0.0,0.0,0.0,106.0,0.189,1.0,0.811,0.189,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.173,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.221,0.0,0.0,0.0,0.0,"<a href=""1525-Zipcode-MA-Economy-data.html"">1525</a>"
1527,0.0,Zipcode,59605.0,72566.0,37.2,7736.0,7732.0,7252.0,480.0,4.0,3132.0,30.813,0.833,0.017,0.079,0.067,0.004,0.061,10868.0,0.044,0.712,0.667,0.044,0.288,0.159,896.0,0.068,0.15,0.038,0.052,0.079,0.404,0.723,0.277,0.176,0.379,0.241,0.114,0.948,0.839,0.109,0.096,0.003,0.01,0.007,0.001,0.0,0.001,0.005,0.0,0.0,0.004,0.013,0.028,0.004,0.962,25.719,0.0,23876.636,285.0,120.0,"<a href=""1527-Zipcode-MA-Economy-data.html"">1527</a>"
1529,0.0,Zipcode,62527.0,91250.0,39.0,1857.0,1852.0,1739.0,113.0,5.0,633.0,30.832,0.884,0.017,0.053,0.038,0.008,0.078,2490.0,0.045,0.746,0.698,0.045,0.254,0.116,225.0,0.07,0.044,0.116,0.182,0.138,0.376,0.749,0.251,0.122,0.387,0.22,0.082,0.937,0.891,0.046,0.038,0.005,0.002,0.012,0.008,0.0,0.003,0.0,0.0,0.0,0.0,0.022,0.029,0.0,0.959,31.228,0.0,22070.238,70.0,41.0,"<a href=""1529-Zipcode-MA-Economy-data.html"">1529</a>"
1531,0.0,Zipcode,58295.0,81389.0,38.2,590.0,590.0,555.0,35.0,0.0,303.0,29.347,0.732,0.05,0.15,0.067,0.002,0.148,893.0,0.039,0.661,0.622,0.039,0.339,0.233,64.0,0.059,0.203,0.031,0.203,0.057,0.394,0.769,0.231,0.174,0.299,0.25,0.11,0.899,0.811,0.088,0.071,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.004,0.092,0.005,0.903,41.623,0.0,33784.211,50.0,38.0,"<a href=""1531-Zipcode-MA-Economy-data.html"">1531</a>"
1532,0.0,Zipcode,75904.0,110147.0,39.2,8309.0,8309.0,7965.0,344.0,0.0,3406.0,37.237,0.838,0.042,0.072,0.043,0.004,0.118,11715.0,0.029,0.709,0.68,0.029,0.291,0.155,465.0,0.032,0.131,0.002,0.174,0.034,0.406,0.748,0.252,0.131,0.387,0.254,0.123,0.866,0.79,0.076,0.067,0.004,0.005,0.022,0.001,0.0,0.002,0.019,0.0,0.0,0.011,0.006,0.096,0.011,0.871,29.255,0.119,47776.159,571.0,215.0,"<a href=""1532-Zipcode-MA-Economy-data.html"">1532</a>"
1534,0.0,Zipcode,65705.0,95238.0,40.6,3894.0,3827.0,3575.0,252.0,67.0,1282.0,31.122,0.853,0.039,0.06,0.046,0.001,0.101,5176.0,0.049,0.752,0.691,0.049,0.248,0.179,499.0,0.08,0.136,0.048,0.054,0.095,0.45,0.795,0.205,0.057,0.353,0.085,0.134,0.927,0.879,0.048,0.03,0.007,0.011,0.013,0.0,0.0,0.006,0.007,0.0,0.0,0.001,0.018,0.041,0.001,0.945,29.435,0.218,47551.786,151.0,8.0,"<a href=""1534-Zipcode-MA-Economy-data.html"">1534</a>"
1535,0.0,Zipcode,51780.0,70873.0,37.7,2669.0,2669.0,2519.0,150.0,0.0,1267.0,26.413,0.786,0.029,0.108,0.069,0.008,0.107,3936.0,0.038,0.678,0.64,0.038,0.322,0.168,245.0,0.052,0.241,0.0,0.29,0.094,0.356,0.723,0.277,0.188,0.374,0.303,0.117,0.924,0.853,0.071,0.048,0.023,0.0,0.015,0.015,0.0,0.0,0.0,0.0,0.005,0.028,0.0,0.029,0.032,0.924,33.478,0.187,21382.143,171.0,6.0,"<a href=""1535-Zipcode-MA-Economy-data.html"">1535</a>"
1536,0.0,Zipcode,73466.0,94766.0,39.7,4235.0,4235.0,3920.0,315.0,0.0,1901.0,35.587,0.883,0.012,0.062,0.04,0.003,0.048,6136.0,0.051,0.69,0.639,0.051,0.31,0.134,651.0,0.086,0.123,0.048,0.272,0.075,0.436,0.78,0.22,0.143,0.298,0.226,0.099,0.886,0.812,0.074,0.055,0.012,0.007,0.034,0.0,0.0,0.008,0.025,0.0,0.002,0.009,0.016,0.053,0.011,0.902,32.487,0.0,27190.977,84.0,59.0,"<a href=""1536-Zipcode-MA-Economy-data.html"">1536</a>"
1537,0.0,Zipcode,69461.0,76114.0,37.8,1275.0,1275.0,1216.0,59.0,0.0,688.0,35.338,0.805,0.048,0.039,0.088,0.02,0.11,1963.0,0.03,0.65,0.619,0.03,0.35,0.146,364.0,0.143,0.231,0.0,0.096,0.108,0.341,0.618,0.382,0.266,0.492,0.202,0.145,0.963,0.901,0.061,0.061,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.025,0.0,0.974,31.963,0.0,35426.471,66.0,90.0,"<a href=""1537-Zipcode-MA-Economy-data.html"">1537</a>"
1540,0.0,Zipcode,50520.0,60852.0,38.4,5986.0,5973.0,5730.0,243.0,13.0,2757.0,25.3,0.809,0.034,0.07,0.077,0.01,0.068,8743.0,0.028,0.685,0.655,0.028,0.315,0.111,1046.0,0.097,0.073,0.052,0.173,0.156,0.407,0.766,0.234,0.121,0.346,0.251,0.172,0.974,0.909,0.065,0.053,0.006,0.005,0.007,0.004,0.0,0.0,0.0,0.002,0.0,0.009,0.0,0.011,0.009,0.974,27.198,0.087,35887.838,233.0,80.0,"<a href=""1540-Zipcode-MA-Economy-data.html"">1540</a>"
1541,0.0,Zipcode,77361.0,121500.0,39.8,1924.0,1924.0,1794.0,130.0,0.0,842.0,37.38,0.766,0.111,0.085,0.038,0.0,0.226,2766.0,0.047,0.696,0.649,0.047,0.304,0.167,226.0,0.065,0.097,0.159,0.265,0.035,0.452,0.803,0.197,0.126,0.291,0.347,0.065,0.926,0.853,0.073,0.055,0.018,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.006,0.004,0.062,0.006,0.93,35.175,0.0,75081.588,158.0,73.0,"<a href=""1541-Zipcode-MA-Economy-data.html"">1541</a>"
1542,0.0,Zipcode,47188.0,94103.0,38.7,1385.0,1385.0,1332.0,53.0,0.0,609.0,23.449,0.781,0.036,0.118,0.058,0.008,0.126,1994.0,0.027,0.695,0.668,0.027,0.305,0.315,27.0,0.012,0.222,0.0,0.185,0.036,0.302,0.809,0.191,0.162,0.216,0.274,0.13,0.898,0.84,0.058,0.04,0.019,0.0,0.033,0.01,0.0,0.01,0.013,0.0,0.0,0.0,0.013,0.055,0.0,0.911,28.937,0.0,26953.211,51.0,55.0,"<a href=""1542-Zipcode-MA-Economy-data.html"">1542</a>"
