Place,Distance,Type,Median earnings,Median household income,Avg Hours Worked,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Avg Hrly Earnings,Wages,Self Employment,Investments and Retirement,Social Security,Public Assistance and SSI,Self Employed,Total Working Age,Unemployment Rate,Labor Force Participation,Total Employed,Total Unemployed,Total Not in Labor Force,With Retirement Income,Total In Poverty,Percent of Population In Poverty,In Poverty-Employed,In Poverty-Unemployed,In Poverty-Not in Labor Force,Public Assistance Percent,Gini Index,Full Time Employment,Part Time Employment,Men Working Part Time,Women Working Part Time,Single Earner Families,Families with No One Working,"Car, truck or van",Drove alone,Carpooled,In 2-person carpool,In 3-person carpool,In 4-or-more-person carpool,Public transportation,Bus,Streetcar or trolley,Subway or elevated,Railroad,Ferryboat,Bicycle,Walked,"Taxicab, motorcycle or other",Worked at home,Bicycle or walk,Drive,Avg Commute Time,Work in city or place where live,Self Employment Income,Total Self-employed Men,Total Self-employed Women,Zip Code,"Less than $10,000","Earnings-$10,000 to $14,999","Earnings-$15,000 to $19,999","Earnings-$20,000 to $49,999","Earnings-$50,000 to $74,999","Earnings-$75,000 to $99,999","Earnings-$100,000 or more",Median earnings - Male,Median earnings - Female,Poverty Under 12 Years,Poverty 12 to 17 years,Poverty 18 to 34 years,Poverty 35 to 54 years,Poverty 55 to 64 years,Poverty 65+ years,White Poverty Rate,Black Poverty Rate,American Indian Poverty Rate,Asian Poverty Rate,Hawaiian Poverty Rate,Hispanic Poverty Rate,Male Poverty Rate,Female Poverty Rate,Married with children Poverty,Unmarried with children Poverty,Unmarried Female with children Poverty,Unmarried Male with children Poverty,Less Than Highschool in Poverty,Highschool Grad in Poverty,Some College in Poverty,College Grad in Poverty,Income <25,Income 25 to 44,Income 45 to 64,Income 65+,12am to 5am,5am to 530am,530 am to 6am,6am to 630am,630 am to 7am,7am to 730am,730 am to 8am,8am to 830am,830 am to 9am,9am to 10am,10am to 11am,11am to 12noon,12noon to 4pm,4pm to midnight,Less than 5 min,5 to 9 min,10 to 14 min,15 to 19 min,20 to 24 min,25 to 29 min,30 to 34 min,35 to 39 min,40 to 44 min,45 to 59 min,60 to 89 min,90 or more min,Avg Male Commute,Avg Female Commute,Earnings-Overall,"Earnings-Mgt, business, science, and arts","Earnings-Mgt, business, and financial","Earnings-Computer, engineering, and science","Earnings-Education, legal, community service, arts, media",Earnings-Healthcare practitioners and tech,Earnings-Service,Earnings-Protective service,Earnings-Sales and office,"Earnings-Natural resources, construction, maintenance","Earnings-Production, transportation, material moving","Male Earners-Mgt, business, science, and arts","Male Earners-Mgt, business, and financial","Male Earners-Computer, engineering, and science","Male Earners-Education, legal, community service, arts, media",Male Earners-Healthcare practitioners and tech,Male Earners-Service,Male Earners-Protective service,Male Earners-Sales and office,"Male Earners-Natural resources, construction, maintenance","Male Earners-Production, transportation, material moving","Female Earners-Mgt, business, science, and arts","Female Earners-Mgt, business, and financial","Female Earners-Computer, engineering, and science","Female Earners-Education, legal, community service, arts, media",Female Earners-Healthcare practitioners and tech,Female Earners-Service,Female Earners-Protective service,Female Earners-Sales and office,"Female Earners-Natural resources, construction, maintenance","Female Earners-Production, transportation, material moving",Private for-profit workers,Employee of private company,Self-employed in incorporated business,Private not-for-profit,Local government,State government,Federal government,Male-Private for-profit workers,Male-Employee of private company,Male-Self-employed in incorporated business,Male-Private not-for-profit,Male-Local government,Male-State government,Male-Federal government,Female-Private for-profit workers,Female-Employee of private company,Female-Self-employed in incorporated business,Female-Private not-for-profit,Female-Local government,Female-State government,Female-Federal government,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations","Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation, warehousing, and utilities",Information,"Finance, insurance, real estate, rental and leasing","Professional, scientific, management, administrative services","Educational services, health care and social assistance","Arts, entertainment, recreation, accommodation and food services",Public administration,Overall Family Income,White Family Income,Black Family Income,American Indian Family Income,Asian Family Income,Hawaiian Family Income,Hispanic Family Income
2110,0.0,Zipcode,130156.0,120800.0,48.1,1349.0,1349.0,1325.0,24.0,0.0,663.0,52.037,0.756,0.012,0.207,0.025,0.0,0.142,2012.0,0.012,0.67,0.659,0.012,0.33,0.229,193.0,0.091,0.187,0.041,0.228,0.046,0.619,0.842,0.158,0.129,0.194,0.462,0.076,0.229,0.135,0.095,0.095,0.0,0.0,0.112,0.023,0.044,0.045,0.0,0.0,0.0,0.505,0.032,0.122,0.505,0.261,21.359,0.823,21820.109,137.0,63.0,"<a href=""2110-Zipcode-MA-Economy-data.html"">2110</a>",0.082,0.044,0.041,0.172,0.195,0.029,0.438,154344.0,100917.0,0.0,0.0,0.451,0.104,0.15,0.295,0.091,0.253,0.0,0.0,0.0,0.457,0.112,0.066,0.0,0.0,0.0,0.0,1.0,0.137,0.049,0.052,0.0,118750.0,157212.0,100192.0,0.0,0.012,0.0,0.076,0.042,0.119,0.159,0.256,0.115,0.128,0.008,0.0,0.0,0.086,0.013,0.149,0.218,0.201,0.076,0.098,0.127,0.031,0.011,0.019,0.03,0.027,13.607,7.752,130156.0,102417.0,141518.0,156522.0,37979.0,0.0,0.0,0.0,250001.0,0.0,0.0,153844.0,154531.0,156522.0,34709.0,0.0,0.0,0.0,250001.0,0.0,0.0,100521.0,102167.0,0.0,38245.0,0.0,0.0,0.0,0.0,0.0,0.0,140952.0,128750.0,0.0,157361.0,0.0,0.0,0.0,154563.0,181161.0,0.0,250001.0,0.0,0.0,0.0,101750.0,101750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.615,0.0,159018.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,0.0,Zipcode,57750.0,39670.0,37.8,4296.0,4296.0,3919.0,377.0,0.0,2590.0,29.38,0.805,0.086,0.088,0.016,0.006,0.083,6886.0,0.055,0.624,0.569,0.055,0.376,0.055,1628.0,0.249,0.193,0.058,0.372,0.212,0.686,0.667,0.333,0.255,0.405,0.382,0.102,0.219,0.124,0.095,0.041,0.007,0.047,0.232,0.022,0.01,0.161,0.039,0.0,0.008,0.437,0.045,0.06,0.445,0.264,22.422,0.676,115559.551,82.0,112.0,"<a href=""2111-Zipcode-MA-Economy-data.html"">2111</a>",0.305,0.064,0.072,0.19,0.101,0.085,0.182,98241.0,43571.0,0.056,0.018,0.445,0.109,0.146,0.227,0.134,0.216,0.0,0.314,0.0,0.102,0.226,0.273,0.145,0.0,0.0,0.0,0.399,0.245,0.162,0.184,19922.0,98102.0,36944.0,12500.0,0.003,0.006,0.003,0.087,0.04,0.115,0.065,0.149,0.121,0.154,0.089,0.031,0.094,0.043,0.072,0.166,0.091,0.171,0.094,0.071,0.132,0.028,0.026,0.079,0.061,0.008,11.344,11.076,57750.0,91228.0,98611.0,90341.0,91875.0,81838.0,23736.0,0.0,79432.0,0.0,23985.0,141184.0,140197.0,92273.0,173368.0,99444.0,23077.0,0.0,131389.0,0.0,0.0,54071.0,53672.0,52083.0,38080.0,60104.0,24594.0,0.0,63906.0,0.0,0.0,60500.0,59000.0,0.0,63721.0,37418.0,63523.0,0.0,103929.0,101250.0,0.0,72500.0,90938.0,0.0,0.0,37969.0,37969.0,0.0,57339.0,37174.0,0.0,0.0,0.86,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488,0.372,0.14,0.0,47321.0,152083.0,0.0,0.0,24787.0,0.0,0.0
2113,0.0,Zipcode,68340.0,86094.0,42.8,5920.0,5891.0,5776.0,115.0,29.0,1268.0,30.706,0.908,0.033,0.037,0.021,0.001,0.065,7188.0,0.016,0.824,0.804,0.016,0.176,0.052,791.0,0.106,0.418,0.054,0.33,0.027,0.436,0.876,0.124,0.118,0.13,0.321,0.107,0.182,0.171,0.01,0.005,0.0,0.006,0.252,0.018,0.002,0.22,0.011,0.001,0.022,0.504,0.015,0.025,0.526,0.197,24.527,0.757,54502.465,159.0,136.0,"<a href=""2113-Zipcode-MA-Economy-data.html"">2113</a>",0.088,0.031,0.027,0.159,0.371,0.125,0.199,77247.0,61709.0,0.0,0.0,0.748,0.048,0.034,0.169,0.1,0.037,0.0,0.15,0.0,0.213,0.092,0.119,0.0,0.0,0.0,0.0,0.215,0.132,0.043,0.056,51974.0,95083.0,104625.0,29257.0,0.016,0.009,0.016,0.028,0.06,0.137,0.115,0.247,0.201,0.076,0.027,0.005,0.014,0.049,0.02,0.064,0.095,0.185,0.184,0.109,0.166,0.023,0.033,0.071,0.043,0.005,11.149,13.377,68340.0,71366.0,74591.0,72670.0,60714.0,69815.0,52083.0,59458.0,62978.0,0.0,45875.0,82596.0,85324.0,75469.0,76429.0,58906.0,53641.0,0.0,68621.0,0.0,44531.0,65071.0,65539.0,67969.0,53889.0,69977.0,50990.0,0.0,60773.0,0.0,0.0,71080.0,72778.0,67756.0,51286.0,87813.0,58167.0,71471.0,85115.0,85083.0,115313.0,50917.0,54674.0,0.0,71353.0,63685.0,63604.0,67660.0,51436.0,88750.0,57875.0,0.0,0.606,0.175,0.139,0.0,0.08,0.0,0.0,0.0,0.066,0.0,0.08,0.0,0.073,0.277,0.285,0.044,0.0,101500.0,101813.0,0.0,0.0,0.0,0.0,0.0
2114,0.0,Zipcode,76789.0,86863.0,46.4,8935.0,8915.0,8505.0,410.0,20.0,3167.0,31.826,0.807,0.074,0.097,0.017,0.004,0.11,12102.0,0.034,0.738,0.703,0.034,0.262,0.073,1874.0,0.151,0.3,0.093,0.31,0.07,0.548,0.873,0.127,0.081,0.172,0.199,0.062,0.204,0.182,0.022,0.015,0.004,0.002,0.223,0.058,0.007,0.153,0.005,0.0,0.016,0.493,0.02,0.044,0.509,0.224,22.511,0.716,89582.653,293.0,263.0,"<a href=""2114-Zipcode-MA-Economy-data.html"">2114</a>",0.115,0.045,0.033,0.13,0.273,0.158,0.247,86136.0,69750.0,0.031,0.011,0.58,0.174,0.082,0.121,0.124,0.242,0.0,0.206,0.0,0.281,0.121,0.179,0.057,0.202,0.231,0.0,0.489,0.321,0.273,0.062,27500.0,103917.0,132031.0,30819.0,0.012,0.013,0.013,0.052,0.069,0.073,0.186,0.247,0.166,0.073,0.026,0.01,0.02,0.04,0.057,0.091,0.12,0.179,0.18,0.072,0.132,0.027,0.022,0.074,0.042,0.004,10.362,12.15,76789.0,80469.0,88690.0,75170.0,73506.0,73250.0,27054.0,96000.0,66857.0,41176.0,51354.0,86952.0,91042.0,77102.0,165139.0,76262.0,60079.0,96000.0,102824.0,0.0,51354.0,74317.0,81563.0,53594.0,61339.0,63009.0,18056.0,0.0,64007.0,0.0,0.0,81430.0,81136.0,124107.0,69432.0,72647.0,59875.0,94688.0,86457.0,86219.0,124554.0,76630.0,81250.0,0.0,0.0,75438.0,74013.0,82240.0,63192.0,67143.0,58000.0,0.0,0.71,0.206,0.038,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.038,0.206,0.504,0.206,0.0,156250.0,183102.0,0.0,0.0,147610.0,0.0,0.0
2115,0.0,Zipcode,60099.0,35274.0,31.3,15867.0,15867.0,14079.0,1788.0,0.0,11776.0,36.925,0.835,0.027,0.088,0.036,0.014,0.085,27643.0,0.065,0.574,0.509,0.065,0.426,0.045,6260.0,0.376,0.257,0.049,0.329,0.209,0.62,0.508,0.492,0.412,0.566,0.217,0.235,0.167,0.144,0.023,0.015,0.002,0.006,0.325,0.093,0.01,0.208,0.013,0.0,0.025,0.411,0.02,0.052,0.436,0.187,22.038,0.745,21328.571,387.0,231.0,"<a href=""2115-Zipcode-MA-Economy-data.html"">2115</a>",0.547,0.072,0.034,0.134,0.108,0.029,0.075,62140.0,55216.0,0.092,0.015,0.617,0.083,0.064,0.129,0.315,0.517,1.0,0.496,1.0,0.448,0.329,0.423,0.168,0.682,0.723,0.0,0.411,0.44,0.444,0.165,12842.0,60625.0,50756.0,16015.0,0.012,0.014,0.009,0.037,0.046,0.09,0.092,0.18,0.104,0.1,0.056,0.027,0.118,0.114,0.056,0.15,0.133,0.151,0.122,0.06,0.149,0.026,0.035,0.061,0.044,0.011,10.499,11.539,60099.0,65757.0,78685.0,59671.0,59028.0,61964.0,27760.0,0.0,55208.0,16513.0,22282.0,77813.0,90417.0,60740.0,57136.0,65600.0,24375.0,0.0,55556.0,16513.0,21845.0,60942.0,63611.0,57763.0,60078.0,60668.0,33594.0,0.0,52250.0,0.0,50500.0,61291.0,60809.0,97169.0,59439.0,54545.0,51458.0,91125.0,69137.0,66333.0,120069.0,60239.0,53693.0,61719.0,90125.0,52193.0,52288.0,0.0,58708.0,0.0,31298.0,0.0,0.524,0.027,0.241,0.07,0.139,0.0,0.166,0.032,0.075,0.064,0.139,0.0,0.096,0.262,0.07,0.096,0.0,46824.0,115577.0,0.0,0.0,28550.0,0.0,25558.0
2116,0.0,Zipcode,91956.0,100674.0,41.2,15091.0,15091.0,14305.0,786.0,0.0,6285.0,42.922,0.774,0.05,0.151,0.021,0.003,0.109,21376.0,0.037,0.706,0.669,0.037,0.294,0.074,2506.0,0.123,0.199,0.049,0.28,0.097,0.591,0.749,0.251,0.177,0.318,0.316,0.16,0.29,0.269,0.021,0.015,0.004,0.002,0.228,0.035,0.001,0.181,0.012,0.0,0.019,0.395,0.021,0.046,0.414,0.311,22.97,0.683,78326.893,660.0,605.0,"<a href=""2116-Zipcode-MA-Economy-data.html"">2116</a>",0.205,0.04,0.038,0.14,0.176,0.089,0.311,110285.0,72779.0,0.03,0.07,0.407,0.126,0.125,0.242,0.092,0.125,0.351,0.291,0.0,0.349,0.09,0.152,0.056,0.252,0.23,0.426,0.481,0.174,0.116,0.053,11710.0,109405.0,125127.0,54803.0,0.008,0.013,0.01,0.033,0.053,0.118,0.154,0.219,0.155,0.101,0.037,0.016,0.041,0.042,0.035,0.092,0.151,0.157,0.159,0.069,0.157,0.026,0.04,0.061,0.048,0.005,11.363,11.607,91956.0,100783.0,104176.0,84419.0,101516.0,86596.0,30799.0,73393.0,65855.0,75313.0,24821.0,118692.0,123576.0,93889.0,135781.0,161806.0,58162.0,140134.0,80329.0,32202.0,0.0,81466.0,91028.0,78750.0,81806.0,66279.0,23375.0,0.0,56544.0,0.0,22679.0,100205.0,100419.0,91840.0,67204.0,97426.0,64531.0,0.0,119357.0,120498.0,101025.0,91700.0,100797.0,93750.0,0.0,80813.0,80794.0,90036.0,60915.0,62946.0,61554.0,0.0,0.632,0.138,0.183,0.0,0.047,0.0,0.0,0.014,0.041,0.073,0.0,0.0,0.169,0.301,0.221,0.126,0.0,145556.0,197553.0,0.0,0.0,25156.0,0.0,0.0
2118,0.0,Zipcode,81359.0,59589.0,40.7,15843.0,15843.0,14881.0,962.0,0.0,7976.0,38.442,0.851,0.034,0.092,0.016,0.008,0.076,23819.0,0.04,0.665,0.625,0.04,0.335,0.045,6728.0,0.259,0.181,0.059,0.245,0.243,0.593,0.76,0.24,0.188,0.298,0.191,0.078,0.301,0.261,0.04,0.025,0.007,0.007,0.303,0.162,0.001,0.129,0.011,0.0,0.045,0.292,0.015,0.044,0.337,0.316,26.128,0.716,52345.711,692.0,383.0,"<a href=""2118-Zipcode-MA-Economy-data.html"">2118</a>",0.185,0.069,0.045,0.164,0.17,0.105,0.262,86076.0,75061.0,0.142,0.056,0.359,0.207,0.101,0.135,0.163,0.425,0.232,0.381,0.0,0.351,0.264,0.255,0.168,0.454,0.444,0.589,0.466,0.39,0.265,0.104,16190.0,101534.0,54427.0,17673.0,0.011,0.021,0.021,0.036,0.053,0.142,0.137,0.203,0.135,0.098,0.035,0.013,0.048,0.046,0.031,0.063,0.12,0.155,0.132,0.082,0.178,0.041,0.05,0.072,0.071,0.007,13.515,12.614,81359.0,96890.0,105124.0,84795.0,71712.0,123824.0,40024.0,62222.0,65456.0,41420.0,26934.0,102842.0,115385.0,86074.0,71680.0,202520.0,41908.0,62222.0,81159.0,41420.0,25920.0,90246.0,100088.0,79375.0,71742.0,94004.0,39244.0,0.0,60417.0,0.0,85564.0,86001.0,84663.0,154718.0,72705.0,52308.0,67625.0,114500.0,91806.0,86033.0,203288.0,80588.0,0.0,69188.0,113500.0,82107.0,82329.0,47273.0,61875.0,51985.0,63922.0,250001.0,0.586,0.244,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.0,0.075,0.23,0.243,0.213,0.0,80707.0,189766.0,28671.0,0.0,42569.0,0.0,24708.0
2119,0.0,Zipcode,39059.0,30278.0,35.6,13679.0,13679.0,12040.0,1639.0,0.0,8011.0,21.099,0.815,0.024,0.067,0.066,0.029,0.049,21690.0,0.076,0.631,0.555,0.076,0.369,0.077,8215.0,0.307,0.158,0.071,0.17,0.373,0.534,0.685,0.315,0.262,0.363,0.257,0.138,0.435,0.384,0.052,0.042,0.003,0.007,0.404,0.31,0.002,0.084,0.008,0.0,0.031,0.103,0.008,0.019,0.134,0.443,30.113,0.755,22754.862,287.0,112.0,"<a href=""2119-Zipcode-MA-Economy-data.html"">2119</a>",0.202,0.101,0.086,0.354,0.187,0.034,0.036,37459.0,39925.0,0.17,0.105,0.259,0.228,0.09,0.149,0.34,0.274,0.713,0.501,0.0,0.379,0.292,0.321,0.211,0.462,0.462,0.465,0.433,0.27,0.241,0.131,37875.0,37399.0,33994.0,15417.0,0.024,0.021,0.025,0.048,0.067,0.178,0.084,0.15,0.056,0.072,0.027,0.017,0.131,0.1,0.017,0.036,0.08,0.12,0.171,0.035,0.255,0.024,0.055,0.098,0.079,0.03,14.908,15.204,39059.0,52013.0,59500.0,47656.0,48500.0,46049.0,30239.0,60368.0,40417.0,47188.0,30950.0,50573.0,63025.0,36365.0,39286.0,40625.0,35236.0,95388.0,41741.0,50714.0,30075.0,54071.0,56616.0,62899.0,49500.0,46327.0,26635.0,50741.0,36937.0,0.0,50078.0,36569.0,36533.0,37411.0,41735.0,53278.0,44583.0,37121.0,36717.0,36676.0,37411.0,36412.0,53750.0,60074.0,50217.0,36151.0,36151.0,0.0,45000.0,51667.0,40000.0,0.0,0.426,0.128,0.17,0.0,0.277,0.0,0.0,0.191,0.0,0.0,0.085,0.0,0.17,0.319,0.234,0.0,0.0,37480.0,46442.0,44444.0,0.0,45600.0,0.0,23268.0
2120,0.0,Zipcode,42040.0,29592.0,33.0,8247.0,8247.0,7104.0,1143.0,0.0,5289.0,24.499,0.849,0.023,0.065,0.039,0.025,0.062,13536.0,0.084,0.609,0.525,0.084,0.391,0.064,5876.0,0.448,0.235,0.059,0.303,0.27,0.558,0.6,0.4,0.318,0.488,0.263,0.179,0.27,0.23,0.04,0.024,0.002,0.014,0.36,0.175,0.012,0.172,0.002,0.0,0.047,0.289,0.006,0.028,0.336,0.276,26.453,0.752,18064.189,90.0,146.0,"<a href=""2120-Zipcode-MA-Economy-data.html"">2120</a>",0.401,0.11,0.085,0.241,0.104,0.027,0.032,45033.0,40831.0,0.135,0.052,0.579,0.124,0.049,0.061,0.423,0.394,0.0,0.566,0.0,0.428,0.44,0.457,0.409,0.63,0.633,0.535,0.524,0.393,0.218,0.248,28114.0,42192.0,27572.0,15450.0,0.021,0.025,0.022,0.054,0.061,0.069,0.081,0.177,0.08,0.132,0.048,0.021,0.093,0.116,0.021,0.068,0.161,0.153,0.138,0.049,0.131,0.023,0.054,0.106,0.081,0.015,12.685,13.768,42040.0,54732.0,61125.0,52177.0,41319.0,56576.0,28569.0,62500.0,36184.0,34474.0,23750.0,57549.0,60313.0,63000.0,43313.0,56154.0,32188.0,62500.0,35417.0,45335.0,21806.0,52092.0,62159.0,51136.0,34167.0,57125.0,27808.0,0.0,36685.0,0.0,26172.0,41203.0,41203.0,0.0,46889.0,44886.0,34688.0,25238.0,43807.0,43807.0,0.0,46056.0,44938.0,32031.0,0.0,40328.0,40328.0,0.0,50457.0,44375.0,63295.0,16765.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241,0.759,0.0,0.0,31023.0,52589.0,32622.0,0.0,50938.0,0.0,22763.0
2121,0.0,Zipcode,35945.0,26313.0,34.6,13430.0,13430.0,10943.0,2487.0,0.0,8034.0,19.978,0.758,0.024,0.1,0.075,0.043,0.02,21464.0,0.116,0.626,0.51,0.116,0.374,0.083,9884.0,0.353,0.11,0.083,0.136,0.473,0.541,0.646,0.354,0.302,0.394,0.333,0.196,0.495,0.431,0.064,0.045,0.011,0.008,0.428,0.366,0.002,0.057,0.004,0.0,0.006,0.042,0.006,0.023,0.048,0.501,34.446,0.756,48900.0,85.0,119.0,"<a href=""2121-Zipcode-MA-Economy-data.html"">2121</a>",0.236,0.095,0.091,0.385,0.135,0.038,0.02,34789.0,36650.0,0.271,0.116,0.238,0.203,0.079,0.093,0.342,0.316,1.0,0.118,0.0,0.456,0.334,0.368,0.376,0.543,0.581,0.302,0.455,0.301,0.188,0.159,20037.0,26481.0,31852.0,19483.0,0.032,0.04,0.054,0.084,0.055,0.161,0.1,0.137,0.035,0.058,0.031,0.019,0.114,0.077,0.01,0.033,0.102,0.074,0.117,0.041,0.215,0.044,0.054,0.135,0.139,0.036,14.929,19.517,35945.0,50728.0,52303.0,71736.0,35714.0,57361.0,30074.0,31139.0,35394.0,41154.0,27067.0,50491.0,52155.0,45000.0,31667.0,0.0,30853.0,42727.0,30792.0,41105.0,27310.0,51192.0,55125.0,72292.0,40284.0,57361.0,28150.0,21431.0,36218.0,0.0,25556.0,32451.0,32385.0,0.0,34306.0,47174.0,44254.0,22368.0,31844.0,31844.0,0.0,51696.0,36655.0,46008.0,0.0,35544.0,35397.0,0.0,32224.0,51086.0,43397.0,21513.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31703.0,28125.0,39197.0,0.0,0.0,0.0,20658.0
2122,0.0,Zipcode,42040.0,53103.0,37.6,13929.0,13895.0,12260.0,1635.0,34.0,5944.0,21.502,0.82,0.043,0.081,0.037,0.019,0.083,19873.0,0.082,0.701,0.617,0.082,0.299,0.102,5066.0,0.207,0.207,0.094,0.191,0.297,0.465,0.757,0.243,0.209,0.276,0.322,0.155,0.573,0.477,0.095,0.077,0.014,0.004,0.34,0.178,0.005,0.151,0.006,0.0,0.016,0.049,0.014,0.008,0.066,0.586,31.109,0.709,36757.726,611.0,128.0,"<a href=""2122-Zipcode-MA-Economy-data.html"">2122</a>",0.16,0.08,0.087,0.356,0.176,0.073,0.069,42003.0,42083.0,0.177,0.052,0.322,0.241,0.123,0.086,0.145,0.225,0.0,0.286,0.0,0.317,0.224,0.191,0.088,0.329,0.379,0.02,0.289,0.241,0.185,0.105,0.0,57476.0,59908.0,24947.0,0.033,0.047,0.057,0.099,0.097,0.13,0.095,0.125,0.054,0.082,0.025,0.019,0.08,0.058,0.008,0.03,0.074,0.122,0.149,0.051,0.204,0.04,0.086,0.131,0.083,0.021,14.754,16.355,42040.0,63217.0,61853.0,77500.0,54113.0,68388.0,31244.0,51577.0,42478.0,39025.0,36082.0,65441.0,72853.0,71726.0,41799.0,36969.0,36566.0,59559.0,46985.0,39025.0,36393.0,61983.0,60485.0,101171.0,58125.0,69408.0,30086.0,44922.0,41002.0,0.0,35278.0,38882.0,38782.0,55208.0,50192.0,64057.0,60641.0,52885.0,39207.0,39032.0,75025.0,56923.0,70319.0,49250.0,75455.0,38621.0,38550.0,0.0,48646.0,56442.0,60779.0,49314.0,0.147,0.181,0.023,0.65,0.0,0.0,0.367,0.0,0.0,0.0,0.0,0.023,0.305,0.0,0.215,0.0,0.0,54107.0,90042.0,46719.0,0.0,36250.0,0.0,29155.0
2124,0.0,Zipcode,45462.0,50044.0,37.9,28362.0,28341.0,25604.0,2737.0,21.0,13245.0,23.068,0.822,0.032,0.075,0.049,0.022,0.078,41607.0,0.066,0.682,0.615,0.066,0.318,0.099,11459.0,0.217,0.16,0.051,0.127,0.322,0.498,0.753,0.247,0.199,0.293,0.27,0.119,0.568,0.499,0.069,0.051,0.013,0.005,0.356,0.188,0.005,0.16,0.003,0.0,0.004,0.037,0.019,0.016,0.04,0.587,36.64,0.69,27658.985,792.0,466.0,"<a href=""2124-Zipcode-MA-Economy-data.html"">2124</a>",0.161,0.079,0.065,0.344,0.218,0.059,0.073,50029.0,43042.0,0.272,0.093,0.221,0.237,0.085,0.09,0.212,0.22,0.092,0.131,0.0,0.354,0.185,0.245,0.154,0.443,0.47,0.225,0.287,0.211,0.183,0.04,60108.0,50503.0,57452.0,30050.0,0.046,0.048,0.05,0.105,0.085,0.138,0.106,0.113,0.047,0.054,0.026,0.011,0.11,0.062,0.014,0.032,0.053,0.093,0.115,0.055,0.193,0.037,0.058,0.135,0.159,0.055,17.105,19.536,45462.0,59682.0,63372.0,69931.0,50039.0,54907.0,32232.0,71308.0,41506.0,49980.0,38346.0,61849.0,71075.0,82813.0,50197.0,54063.0,42536.0,91823.0,45277.0,51294.0,36420.0,58300.0,59532.0,62908.0,49895.0,60430.0,30453.0,43681.0,40738.0,44628.0,41775.0,42730.0,42720.0,43077.0,45922.0,69747.0,54659.0,50787.0,46203.0,46176.0,60167.0,51881.0,83348.0,40066.0,51019.0,40817.0,40900.0,0.0,42567.0,64175.0,56764.0,48529.0,0.512,0.06,0.1,0.095,0.234,0.0,0.154,0.0,0.0,0.0,0.234,0.0,0.189,0.139,0.159,0.0,0.0,55450.0,80567.0,51226.0,144659.0,64953.0,0.0,29407.0
2125,0.0,Zipcode,42614.0,49683.0,37.0,20779.0,20779.0,18453.0,2326.0,0.0,8975.0,22.149,0.852,0.026,0.067,0.037,0.018,0.06,29754.0,0.078,0.698,0.62,0.078,0.302,0.075,9118.0,0.252,0.179,0.078,0.231,0.253,0.505,0.758,0.242,0.188,0.309,0.308,0.12,0.543,0.446,0.097,0.07,0.013,0.014,0.351,0.175,0.002,0.171,0.003,0.0,0.011,0.059,0.014,0.021,0.07,0.557,30.095,0.723,30215.345,610.0,231.0,"<a href=""2125-Zipcode-MA-Economy-data.html"">2125</a>",0.153,0.077,0.071,0.362,0.211,0.065,0.06,43568.0,42301.0,0.164,0.092,0.384,0.193,0.104,0.064,0.169,0.241,0.511,0.346,0.0,0.466,0.23,0.275,0.096,0.532,0.544,0.379,0.28,0.249,0.162,0.118,28009.0,63648.0,51020.0,30082.0,0.025,0.041,0.015,0.079,0.075,0.139,0.109,0.144,0.068,0.092,0.045,0.015,0.086,0.065,0.016,0.042,0.1,0.104,0.152,0.035,0.245,0.035,0.043,0.121,0.087,0.018,16.006,14.089,42614.0,61023.0,60091.0,71023.0,52176.0,60439.0,31756.0,46534.0,42340.0,33381.0,40946.0,63967.0,60694.0,71174.0,64286.0,61875.0,32139.0,45625.0,45684.0,32679.0,42357.0,56212.0,58304.0,69615.0,43250.0,57481.0,31048.0,0.0,41508.0,73500.0,30518.0,41255.0,41150.0,61450.0,52087.0,61885.0,49853.0,47434.0,41334.0,41121.0,62150.0,60625.0,70214.0,62959.0,47368.0,41138.0,41192.0,0.0,47305.0,54722.0,45455.0,47639.0,0.425,0.223,0.142,0.146,0.064,0.0,0.099,0.0,0.034,0.142,0.103,0.0,0.112,0.034,0.167,0.082,0.0,52545.0,77705.0,47703.0,0.0,42159.0,0.0,24444.0
